Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20
-0.3449689370244947,-0.19745388045540258,0.26307182563927084,-0.8013572941372079,0.2664354767083163,-0.9065525336582925,-0.7716524458444267,-0.02396717800367367,-0.05486610325754779,-0.6371824540560617,-0.4829425802539655,-0.9585754426195754,-0.9008291139959023,-0.2870129461161206,-1.084715346000639,0.4260347388175955,-1.3992089506475944,-0.8914726258081271,-0.013928818391035505,-1.6528173206147663
0.27904820905882655,-1.2043137189584576,0.5769103602950336,1.406318295141505,0.5122159758651251,0.336257945638992,-1.208672161522921,1.2602038229260963,0.8650986922696116,-0.9517918802838243,1.734870287492255,0.41864775579540936,-1.6103924463422286,-0.4920006713536063,1.1026355812552353,-0.5260665809159545,1.012570602094966,-0.4155531667440391,0.21915979297764862,-0.8064832462892558
1.3611528234844679,0.5122935215693232,-1.8335824227740307,0.6680047253668637,-0.42777004857604484,0.5887050112733712,-1.2601008789693122,-0.76787916954018,-0.78803889190813,1.1950437218795604,0.43372426879455395,-0.40631872943202535,-0.600870032593166,0.47885774301875184,1.0355018614244107,-1.8862279773591324,-0.635389414256349,-1.1261202911683919,0.38225727871741905,1.6682854571197605
-1.4765531934107745,-2.910339501465085,0.0038914836961008725,-0.8250172065172245,0.29886939876864965,0.3410469264675758,1.0813493837388175,1.4257701504649938,0.8840209116036658,-2.1790163932087423,-1.292424270662575,1.7973665274452748,-1.4014505401770025,-0.5255130198162165,-1.3978743303189949,-1.2271160894043749,0.7784535461475196,1.594574070918241,-0.7972535646422113,-0.03609890713221821
-2.1326281481162472,1.0233360839333119,-0.13094457315665153,-0.4665825154735411,0.09342812628960087,0.7781000627496065,-0.018910591959205802,2.9366246885407166,0.008034572028067996,-0.038953869720178,-0.9814891366465899,0.26924675998368064,-1.4916903113654045,0.8482734590132934,0.6668900574590536,0.041642927648300215,0.19795441555142995,0.850413711312915,-1.7265533445195378,-1.2493998073995234
0.20724895935894486,1.1210321664326113,0.8214802752947699,1.2805720848349162,-0.09350763566708892,0.3777072729059177,-1.4793280396921027,0.05113847911730229,-0.09279687048778357,-0.7326673375828405,-1.0069164776035187,-0.23088464567749623,-1.511364168770342,-0.798025473079205,1.7358571647017975,-0.505631778318606,0.8690350641535126,-1.8830941999175868,0.05771076511694288,-0.8357031736102147
-1.3235527475527662,-0.04341017278683502,1.906938932434073,-0.9861073321142347,-0.6641394170240363,-0.7371504073598767,1.2813340160816,-0.4978923907549243,0.7207014788060481,1.0571489575887376,-0.843065177215904,-0.31187363065724294,-0.47408279515817153,0.4929703529026002,0.6456837928390133,-1.5222568571246078,0.3151228455270663,-0.3820144631223775,-0.6721624076380525,0.23551081783847172
-0.7076157851993686,1.6431712383931862,-0.6766486542912143,-0.5875311135117698,0.0814363083305808,1.2795859796487166,1.603459728968159,0.7087192145260361,-1.998426502773066,0.7607630526233045,2.060101735942586,0.44361861015810156,0.3202673337949753,0.1616114992472108,-0.4004492150196023,-0.4153032803104175,0.847141767616632,1.0665956986067078,1.3091120067652853,-0.48900203416341104
-1.2295299900386003,0.6876394435728131,1.4697279877141665,-0.14290012865999918,-0.7094740077095283,0.9747249562331703,-0.6727975481292465,-2.132611431188614,0.015612568234921076,-0.10718699203871832,-1.6629570585155315,1.1910913822869882,0.6523409797140234,0.030220898605845162,-0.9714741115967176,-0.6348985630608854,-1.5110313116210825,1.1190745517559038,1.1094741154987533,-0.10587411077971474
-0.15578226721463173,-0.9320719071818855,0.18888354899809925,0.5179902369538373,-0.696836453360043,-0.5075943986437651,1.0829573132706218,0.23107038248657324,-1.1324226430933815,-0.10843238326707866,-0.10773013810375576,-1.8872854858766401,0.059312979821182346,1.009226644564231,-1.9036487070587835,-1.1194924851653452,-0.594734657040636,-0.32351146236967554,0.0374716375400336,0.3076646373942809
